Function ID,X1,X2,X3,X4,X5,X6,X7,X8,Y
1,0.31940388883889720,0.76295937426893534,,,,,,,0.0
1,0.57432921450982910,0.87989810498435905,,,,,,,0.0
1,0.73102363095635847,0.73299987641522724,,,,,,,7e-16
1,0.84035341690725562,0.26473161399676692,,,,,,,0.0
1,0.65011405979876435,0.68152635206020995,,,,,,,-0.0036060626443634
1,0.41043713662518561,0.14755429902998171,,,,,,,-0.0
1,0.31269115679477738,0.07872277794971880,,,,,,,-0.0
1,0.68341816885150675,0.86105746439360997,,,,,,,0.0
1,0.08250725182080580,0.40348750642632403,,,,,,,0.0
1,0.88388982881811695,0.58225397438244375,,,,,,,0.0
2,0.66579958001315875,0.12396912767534900,,,,,,,0.5389961189269181
2,0.87779098899533026,0.77862750084732890,,,,,,,0.4205862396279825
2,0.14269907423594591,0.34900513057320010,,,,,,,-0.0656236244373373
2,0.84527542867672478,0.71112026659526550,,,,,,,0.293992912410866
2,0.45464714105124410,0.29045517977406082,,,,,,,0.2149645101004509
2,0.57771284440747828,0.77197318411540616,,,,,,,0.0231055497981905
2,0.43816606161171062,0.68501825679975481,,,,,,,0.2446193440044802
2,0.34174959302885022,0.02869771982227780,,,,,,,0.0387490151561584
2,0.33864815688701760,0.21386724563864351,,,,,,,-0.0138576181497298
2,0.70263655692444060,0.92656419754555741,,,,,,,0.6112052157614438
3,0.17152520688106210,0.34391687027583723,0.24873720106923861,,,,,,-0.1121222004625689
3,0.24211446061249331,0.64407426977910764,0.27243280919945512,,,,,,-0.0879628602273644
3,0.53490572022510341,0.39850091536763160,0.17338872894567720,,,,,,-0.111414654295324
3,0.49258141463713417,0.61159318827599596,0.34017638600357258,,,,,,-0.0348353133500785
3,0.13462166632061101,0.21991724048974551,0.45820621964922692,,,,,,-0.0480075843921815
3,0.34552327051976972,0.94135983057232564,0.26936347906940628,,,,,,-0.1106209130728265
3,0.15183663237416800,0.43999061896644370,0.99088186655895105,,,,,,-0.398925513146301
