Function ID,X1,X2,X3,X4,X5,X6,X7,X8,Y
1,0.31940388883889725,0.7629593742689353,,,,,,,1.3226770395454077e-79
1,0.5743292145098291,0.879898104984359,,,,,,,1.0330782375230975e-46
1,0.7310236309563586,0.7329998764152272,,,,,,,7.710875114502849e-16
1,0.8403534169072556,0.26473161399676703,,,,,,,3.341771007676023e-124
1,0.6501140597987644,0.6815263520602101,,,,,,,-0.0036060626443634764
1,0.41043713662518566,0.14755429902998185,,,,,,,-2.1592490357331095e-54
1,0.31269115679477755,0.07872277794971883,,,,,,,-2.0890932702320842e-91
1,0.6834181688515067,0.8610574643936101,,,,,,,2.5350011535584046e-40
1,0.08250725182080587,0.403487506426324,,,,,,,3.6067711901420254e-81
1,0.8838898288181171,0.5822539743824439,,,,,,,6.229856468168659e-48
2,0.6657995800131589,0.12396912767534907,,,,,,,0.5389961189269181
2,0.8777909889953304,0.7786275008473289,,,,,,,0.42058623962798264
2,0.14269907423594608,0.34900513057320015,,,,,,,-0.06562362443733738
2,0.8452754286767249,0.7111202665952655,,,,,,,0.293992912410866
2,0.45464714105124415,0.2904551797740609,,,,,,,0.2149645101004509
2,0.5777128444074784,0.7719731841154063,,,,,,,0.023105549798190586
2,0.4381660616117107,0.6850182567997548,,,,,,,0.24461934400448035
2,0.34174959302885033,0.028697719822277867,,,,,,,0.0387490151561584
2,0.33864815688701766,0.21386724563864368,,,,,,,-0.013857618149729824
2,0.7026365569244406,0.9265641975455574,,,,,,,0.6112052157614438
3,0.1715252068810621,0.3439168702758373,0.2487372010692387,,,,,,-0.11212220046256897
3,0.2421144606124933,0.6440742697791076,0.27243280919945523,,,,,,-0.08796286022736445
3,0.5349057202251034,0.39850091536763166,0.17338872894567725,,,,,,-0.111414654295324
3,0.49258141463713434,0.6115931882759961,0.3401763860035727,,,,,,-0.034835313350078584
3,0.13462166632061112,0.2199172404897456,0.45820621964922703,,,,,,-0.04800758439218157
3,0.3455232705197697,0.9413598305723256,0.2693634790694064,,,,,,-0.11062091307282658
3,0.151836632374168,0.43999061896644376,0.990881866558951,,,,,,-0.3989255131463011
3,0.6455028351793182,0.3971429395797703,0.9197713377032198,,,,,,-0.11386851478863991
3,0.7469119451655177,0.28419630922573424,0.22629985488752546,,,,,,-0.13146060864136055
3,0.17047699396968063,0.697032400686134,0.14916943370830027,,,,,,-0.09418956091057398
3,0.2205493370831766,0.2978252442230862,0.34355534441672586,,,,,,-0.04694740582651916
3,0.6660136587669346,0.6719851513369297,0.2462952966705313,,,,,,-0.10596503573558178
3,0.046808949722497384,0.2313602407834674,0.7706175921643,,,,,,-0.11804825644688696
3,0.6000972824185008,0.7251357252228826,0.06608864149534865,,,,,,-0.036377828071632486
3,0.9659948489488087,0.8611196897300882,0.5668291312870885,,,,,,-0.05675837155397648
4,0.8969810543559719,0.7256279703482243,0.17540430890241154,0.7016943693717497,,,,,-22.108287785435817
4,0.8893563957199797,0.49958785537696504,0.5392688577643431,0.5087834390633533,,,,,-14.601396631953161
4,0.25094624275233424,0.03369313054735357,0.14538002473552147,0.49493242056497855,,,,,-11.699932463834426
4,0.34696206091432413,0.006250400244917853,0.7605636064368956,0.6130235572343078,,,,,-16.053765110568296
4,0.1248711812207095,0.12977019306510673,0.38440048300130336,0.28707610106061277,,,,,-10.069633426012889
4,0.8013027073487429,0.5002310937156627,0.7066445599562093,0.19510284101191622,,,,,-15.487082537755288
4,0.2477082618994807,0.060445427321989764,0.04218634513719777,0.44132425054403157,,,,,-12.68168497681565
4,0.7467022420948025,0.7570915044306501,0.3693530595537917,0.20656628103766395,,,,,-16.02639976898352
4,0.400665027194423,0.07257425107127335,0.8867682538447798,0.24384228978922717,,,,,-17.049234647535723
4,0.6260705961944015,0.5867512592598441,0.4388057821707446,0.7788576937904925,,,,,-12.741765988316185
4,0.9571352930644363,0.5976443830130996,0.7661138515714809,0.7762099053238541,,,,,-27.316396356142608
4,0.7328124260168783,0.14524997897358805,0.47681271763115285,0.13336573404584584,,,,,-13.527648872277506
4,0.6551154792459779,0.07239182690482326,0.6871517458198465,0.08151656419033015,,,,,-16.679115197479913
4,0.21973442915914299,0.8320313351480582,0.4828641624528299,0.08256923057524457,,,,,-16.50715856428234
4,0.48859418950356637,0.2119650955674609,0.9391779073552307,0.37619172590371996,,,,,-17.81799933882949
4,0.16713048556058774,0.8765545582566224,0.21723954496692865,0.9598009845510594,,,,,-26.561820829779602
4,0.21691118811255716,0.16608582897898938,0.24137225639083593,0.7700624756956358,,,,,-12.758324216781741
4,0.38748783671725395,0.8045322581845359,0.7517954827501873,0.7238274385488449,,,,,-19.441557624451722
4,0.9856218929694016,0.6669326785131365,0.15678328252958762,0.8565348006982442,,,,,-28.90327367383377
4,0.03782482853334601,0.6648533464557935,0.1619821750221554,0.2539237802262948,,,,,-13.702746938161251
4,0.6834863848727072,0.9027701030814779,0.3354198256002018,0.9994825612275692,,,,,-29.427091401989347
4,0.1703473054043091,0.7569590826298485,0.2765204860603998,0.5312314975365982,,,,,-11.565741989583191
4,0.8596569193380881,0.9195923219593923,0.2061387278543615,0.09779683100452252,,,,,-26.857786437773637
4,0.28213836819277516,0.5059869120612994,0.5305308425014074,0.09630162301775336,,,,,-7.9667753510303925
